hol3 -218.541 216.431 1.23941
holb -927.285 2072.4 0.559572
holc -218.544 216.434 1.23814
holm -168.945 4251.31 0.0004646
holp -248.892 157.553 -0.0067295
hone -640.916 -3596.85 0.177588
hopb -667.179 736.984 0.353225
horn -5540.79 -11737.7 0.960359
hotk -301.562 572.646 2.14318
hous 1968.69 -99.1925 0.0107848
howe -295.641 -13351.2 2.58254
hphs -253.321 164.754 0.0183721
hrao -640.916 -3596.85 1.41415
hrm1 -640.916 -3596.85 0.159812
hrm2 -640.916 -3596.85 0.159811
hrn1 3148.85 1723.56 0.587444
hrn2 3148.84 1723.53 0.588032
hrst 2245.61 2465.83 0.228404
htv1 2668.41 902.934 0.163688
htv2 2668.39 902.912 0.167388
hueg -640.916 -3596.85 0.27828
hunt -448.082 379.228 0.449327
hurr 163.646 510.598 0.924455
husb -528.942 1299.74 2.03845
hutb -640.916 -3596.85 -0.0552532
hvlk 1443.77 724.298 0.621303
hvwy 371.976 1363.54 2.40696
hvys -341.898 216.401 0.373945
hw62 57.9873 174.604 0.220779
hwut 312.027 1023.61 1.71494
hyde -640.916 -3596.85 0.44167
i40a -41.2531 246.494 0.765308
iavh -640.916 -3596.85 0.0992419
ibex -83.8309 370.466 0.700954
ibk2 -640.916 -3596.85 0.664
icig 182.667 1319.73 2.50242
ieng -640.916 -3596.85 0.316637
ifr1 -640.916 -3596.85 1.70881
ifrn -640.916 -3596.85 1.71011
iid2 43.5674 23.5757 0.0097842
iisc -640.916 -3596.85 0.843715
imps 30.0746 184.331 0.563234
ineg 1391.84 -1105.53 1.88735
invk -815.763 4071.39 0.0463527
iqqe 5207.36 -6742.72 0.0389252
irkj -640.916 -3596.85 0.502045
